    394798,   0.10366654,   0.23117197,   0.98034739
    394801,   0.10969722,   0.22501147,   0.98034739
    394803,   0.10969722,   0.22501147,   0.99266875
    394805,   0.10366654,   0.21885097,   0.99266875
    394807,   0.10366654,   0.21885097,   0.99266875
    394809,   0.10969722,   0.21269047,   0.99266875
    394812,   0.10969722,   0.21269047,   0.99266875
    394814,   0.10366654,   0.21885097,   0.99266875
    394816,   0.10366654,   0.21885097,   0.99266875
    394818,   0.10366654,   0.22501147,   0.98650813
    394820,   0.10366654,   0.22501147,   0.98650813
    394823,   0.09763587,   0.21885097,   0.98034739
    394825,   0.10366654,   0.22501147,   0.98034739
    394827,   0.10366654,   0.21885097,   0.98034739
    394829,   0.10366654,   0.21885097,   0.98034739
    394831,   0.09763587,   0.21885097,   0.97418678
    394834,   0.10366654,   0.21885097,   0.98034739
    394836,   0.10366654,   0.22501147,   0.98034739
    394839,   0.10366654,   0.22501147,   0.98034739
    394841,   0.09763587,   0.22501147,   0.98650813
    394843,   0.10366654,   0.22501147,   0.98650813
    394846,   0.09763587,   0.22501147,   0.98034739
    394848,   0.10366654,   0.22501147,   0.98034739
    394850,   0.09763587,   0.22501147,   0.97418678
    394852,   0.09763587,   0.22501147,   0.98034739
    394854,   0.09763587,   0.22501147,   0.97418678
    394857,   0.09160531,   0.21885097,   0.96802604
    394859,   0.09160531,   0.21885097,   0.96802604
    394861,   0.09160531,   0.21885097,   0.96186543
    394863,   0.09763587,   0.21885097,   0.96802604
    394865,   0.09763587,   0.21269047,   0.96186543
    394868,   0.09763587,   0.20653009,   0.96186543
    394870,   0.09763587,   0.20653009,   0.96802604
    394872,   0.09763587,   0.20653009,   0.95570481
    394874,   0.09160531,   0.20036960,   0.95570481
    394876,   0.09763587,   0.20653009,   0.95570481
    394880,   0.09763587,   0.20653009,   0.95570481
    394882,   0.09160531,   0.20653009,   0.95570481
    394884,   0.08557463,   0.20653009,   0.95570481
    394886,   0.09160531,   0.20653009,   0.94954407
    394888,   0.09160531,   0.20653009,   0.95570481
    394891,   0.09160531,   0.21269047,   0.96186543
    394893,   0.08557463,   0.21269047,   0.96186543
    394895,   0.07954407,   0.21885097,   0.96186543
    394897,   0.08557463,   0.21885097,   0.95570481
    394899,   0.08557463,   0.21885097,   0.96186543
    394902,   0.08557463,   0.21885097,   0.96186543
    394904,   0.08557463,   0.21885097,   0.96186543
    394906,   0.08557463,   0.22501147,   0.95570481
    394908,   0.08557463,   0.22501147,   0.94954407
    394910,   0.08557463,   0.21885097,   0.94954407
    394913,   0.09160531,   0.22501147,   0.95570481
    394915,   0.09160531,   0.22501147,   0.94954407
    394917,   0.09160531,   0.22501147,   0.95570481
    394919,   0.09160531,   0.22501147,   0.94954407
