    216666,   0.04939079,   1.09363914,   0.03776479
    216669,   0.05542147,   1.08747864,   0.03160417
    216671,   0.05542147,   1.08747864,   0.03160417
    216673,   0.05542147,   1.09363914,   0.03160417
    216675,   0.05542147,   1.08747864,   0.03160417
    216677,   0.05542147,   1.09363914,   0.03160417
    216680,   0.05542147,   1.09363914,   0.03160417
    216682,   0.05542147,   1.09363914,   0.03160417
    216684,   0.06145215,   1.09363914,   0.03160417
    216686,   0.05542147,   1.09979963,   0.02544355
    216688,   0.05542147,   1.09363914,   0.02544355
    216691,   0.05542147,   1.09363914,   0.02544355
    216693,   0.05542147,   1.09363914,   0.02544355
    216695,   0.05542147,   1.08747864,   0.02544355
    216697,   0.05542147,   1.08747864,   0.03160417
    216699,   0.05542147,   1.09363914,   0.02544355
    216702,   0.06145215,   1.09363914,   0.03160417
    216705,   0.05542147,   1.08747864,   0.02544355
    216707,   0.05542147,   1.09363914,   0.03160417
    216709,   0.05542147,   1.08747864,   0.03776479
    216711,   0.05542147,   1.09363914,   0.03776479
    216714,   0.05542147,   1.08747864,   0.03776479
    216716,   0.05542147,   1.09363914,   0.03160417
    216718,   0.05542147,   1.08747864,   0.02544355
    216720,   0.05542147,   1.09363914,   0.02544355
    216722,   0.05542147,   1.09363914,   0.01312220
    216725,   0.05542147,   1.09363914,   0.00696146
    216727,   0.05542147,   1.08747864,   0.00080085
    216729,   0.06145215,   1.09363914,  -0.01152050
    216731,   0.06145215,   1.08747864,  -0.01152050
    216733,   0.06145215,   1.08747864,  -0.00535983
    216736,   0.05542147,   1.09363914,   0.00080085
    216738,   0.05542147,   1.09363914,   0.01312220
    216740,   0.05542147,   1.09363914,   0.01928282
    216742,   0.05542147,   1.09363914,   0.03160417
    216744,   0.05542147,   1.09363914,   0.02544355
    216748,   0.06145215,   1.08747864,   0.01928282
    216750,   0.06145215,   1.09363914,   0.02544355
    216752,   0.05542147,   1.08747864,   0.01928282
    216754,   0.05542147,   1.08747864,   0.01928282
    216756,   0.05542147,   1.08747864,   0.03160417
    216758,   0.05542147,   1.08747864,   0.02544355
    216761,   0.05542147,   1.09363914,   0.02544355
    216763,   0.04939079,   1.08747864,   0.02544355
    216765,   0.06145215,   1.08747864,   0.02544355
    216767,   0.05542147,   1.09363914,   0.02544355
    216769,   0.05542147,   1.08747864,   0.01928282
    216772,   0.05542147,   1.08747864,   0.02544355
    216774,   0.05542147,   1.08747864,   0.02544355
    216776,   0.05542147,   1.09363914,   0.01928282
    216778,   0.05542147,   1.08747864,   0.01928282
    216780,   0.05542147,   1.08747864,   0.01928282
    216783,   0.05542147,   1.08747864,   0.03160417
    216785,   0.05542147,   1.08747864,   0.02544355
    216787,   0.05542147,   1.09363914,   0.02544355
    216790,   0.04939079,   1.08747864,   0.02544355
    216792,   0.05542147,   1.09363914,   0.01928282
    216795,   0.05542147,   1.08747864,   0.01928282
    216797,   0.05542147,   1.08747864,   0.01928282
    216799,   0.05542147,   1.08747864,   0.01928282
    216801,   0.05542147,   1.09363914,   0.02544355
    216803,   0.05542147,   1.08747864,   0.02544355
    216806,   0.05542147,   1.08747864,   0.02544355
    216808,   0.05542147,   1.08747864,   0.02544355
    216810,   0.05542147,   1.08747864,   0.02544355
    216812,   0.05542147,   1.09363914,   0.02544355
    216814,   0.06145215,   1.08747864,   0.02544355
    216817,   0.06145215,   1.09363914,   0.02544355
    216819,   0.05542147,   1.08747864,   0.03160417
    216821,   0.05542147,   1.08747864,   0.02544355
    216823,   0.05542147,   1.08131814,   0.02544355
    216825,   0.05542147,   1.08747864,   0.02544355
    216828,   0.05542147,   1.08747864,   0.03160417
    216830,   0.05542147,   1.08747864,   0.03160417
    216833,   0.05542147,   1.08747864,   0.02544355
    216835,   0.04939079,   1.08747864,   0.02544355
    216837,   0.04939079,   1.08747864,   0.02544355
    216840,   0.04939079,   1.08747864,   0.02544355
    216842,   0.05542147,   1.08131814,   0.03160417
    216844,   0.04939079,   1.08747864,   0.02544355
    216846,   0.04939079,   1.08747864,   0.03160417
    216848,   0.05542147,   1.08747864,   0.03160417
    216851,   0.05542147,   1.08747864,   0.03160417
    216853,   0.05542147,   1.08747864,   0.03160417
    216855,   0.05542147,   1.08747864,   0.02544355
    216857,   0.05542147,   1.08747864,   0.03160417
    216859,   0.05542147,   1.08747864,   0.01928282
    216862,   0.05542147,   1.08747864,   0.02544355
    216864,   0.04939079,   1.08747864,   0.02544355
    216866,   0.04939079,   1.09363914,   0.01928282
    216868,   0.04939079,   1.08747864,   0.02544355
    216870,   0.04939079,   1.09363914,   0.01928282
    216873,   0.05542147,   1.08747864,   0.02544355
    216876,   0.04939079,   1.08747864,   0.02544355
    216878,   0.05542147,   1.08747864,   0.01928282
    216880,   0.05542147,   1.09363914,   0.01928282
    216882,   0.04939079,   1.09363914,   0.01928282
    216885,   0.05542147,   1.09363914,   0.01928282
    216887,   0.04939079,   1.09363914,   0.01928282
    216889,   0.04939079,   1.08747864,   0.01928282
    216891,   0.05542147,   1.08747864,   0.01928282
    216893,   0.05542147,   1.08747864,   0.01312220
    216896,   0.05542147,   1.08747864,   0.01312220
    216898,   0.05542147,   1.08747864,   0.01312220
    216900,   0.05542147,   1.08747864,   0.01928282
    216902,   0.04939079,   1.08747864,   0.01928282
    216904,   0.05542147,   1.08747864,   0.01928282
    216907,   0.05542147,   1.08747864,   0.02544355
    216909,   0.05542147,   1.08747864,   0.03160417
    216911,   0.05542147,   1.09363914,   0.02544355
    216913,   0.05542147,   1.09363914,   0.01928282
    216915,   0.05542147,   1.08747864,   0.02544355
    216919,   0.05542147,   1.08747864,   0.02544355
    216921,   0.05542147,   1.09363914,   0.01928282
    216923,   0.04939079,   1.09363914,   0.01928282
    216925,   0.04939079,   1.09363914,   0.01928282
    216927,   0.04939079,   1.08747864,   0.01928282
    216930,   0.04939079,   1.08747864,   0.01928282
    216932,   0.04939079,   1.08747864,   0.01928282
    216934,   0.04939079,   1.08747864,   0.01928282
    216936,   0.05542147,   1.08747864,   0.02544355
    216938,   0.05542147,   1.08747864,   0.02544355
    216941,   0.05542147,   1.08747864,   0.02544355
    216943,   0.05542147,   1.08747864,   0.02544355
    216945,   0.05542147,   1.08747864,   0.03160417
    216947,   0.05542147,   1.08131814,   0.03160417
    216949,   0.05542147,   1.08131814,   0.02544355
    216952,   0.05542147,   1.09363914,   0.02544355
    216954,   0.05542147,   1.08747864,   0.02544355
