93,-0.608696,0.24,-0.791667
105,-0.608696,0.24,-0.791667
115,-0.608696,0.24,-0.75
125,-0.608696,0.24,-0.75
135,-0.608696,0.24,-0.75
145,-0.608696,0.24,-0.75
155,-0.652174,0.24,-0.75
165,-0.608696,0.24,-0.75
176,-0.608696,0.24,-0.75
186,-0.652174,0.24,-0.75
196,-0.608696,0.24,-0.75
206,-0.608696,0.24,-0.75
216,-0.608696,0.24,-0.75
226,-0.608696,0.24,-0.791667
236,-0.608696,0.24,-0.791667
248,-0.608696,0.24,-0.791667
257,-0.608696,0.24,-0.791667
267,-0.608696,0.24,-0.75
277,-0.608696,0.24,-0.791667
287,-0.608696,0.24,-0.75
299,-0.652174,0.24,-0.75
309,-0.608696,0.24,-0.75
323,-0.652174,0.24,-0.75
329,-0.608696,0.24,-0.75
339,-0.608696,0.24,-0.75
349,-0.608696,0.24,-0.75
358,-0.608696,0.24,-0.75
370,-0.608696,0.24,-0.75
379,-0.608696,0.24,-0.75
389,-0.608696,0.24,-0.75
401,-0.608696,0.28,-0.75
409,-0.652174,0.28,-0.75
420,-0.652174,0.24,-0.75
430,-0.652174,0.28,-0.75
440,-0.608696,0.24,-0.75
450,-0.652174,0.24,-0.75
460,-0.608696,0.24,-0.791667
470,-0.608696,0.24,-0.791667
480,-0.652174,0.24,-0.791667
490,-0.652174,0.24,-0.791667
500,-0.652174,0.28,-0.75
510,-0.608696,0.28,-0.75
521,-0.608696,0.24,-0.75
531,-0.608696,0.24,-0.75
541,-0.608696,0.24,-0.75
553,-0.608696,0.24,-0.75
563,-0.608696,0.24,-0.791667
583,-0.608696,0.28,-0.791667
599,-0.608696,0.28,-0.791667
602,-0.608696,0.28,-0.75
612,-0.608696,0.28,-0.75
622,-0.608696,0.24,-0.75
632,-0.608696,0.24,-0.791667
642,-0.608696,0.24,-0.791667
654,-0.608696,0.24,-0.791667
664,-0.608696,0.24,-0.75
674,-0.608696,0.24,-0.75
684,-0.608696,0.24,-0.791667
694,-0.652174,0.24,-0.791667
704,-0.608696,0.24,-0.791667
714,-0.608696,0.28,-0.75
724,-0.608696,0.24,-0.75
734,-0.608696,0.24,-0.75
744,-0.608696,0.28,-0.75
755,-0.608696,0.24,-0.75
765,-0.608696,0.24,-0.75
775,-0.608696,0.24,-0.75
785,-0.608696,0.24,-0.75
795,-0.608696,0.24,-0.75
805,-0.608696,0.28,-0.75
815,-0.608696,0.24,-0.75
825,-0.608696,0.24,-0.75
835,-0.652174,0.24,-0.75
847,-0.608696,0.24,-0.791667
857,-0.652174,0.24,-0.75
868,-0.652174,0.28,-0.75
878,-0.608696,0.24,-0.75
888,-0.652174,0.24,-0.75
898,-0.608696,0.24,-0.75
908,-0.608696,0.24,-0.75
918,-0.608696,0.24,-0.75
928,-0.608696,0.24,-0.75
938,-0.608696,0.24,-0.75
948,-0.608696,0.24,-0.75
958,-0.608696,0.28,-0.75
968,-0.608696,0.28,-0.75
978,-0.608696,0.24,-0.75
989,-0.608696,0.24,-0.791667
1001,-0.608696,0.24,-0.791667
1009,-0.608696,0.24,-0.791667
1019,-0.565217,0.28,-0.75
1029,-0.565217,0.28,-0.75
1039,-0.608696,0.28,-0.75
1049,-0.608696,0.28,-0.75
1059,-0.608696,0.28,-0.75
1069,-0.608696,0.28,-0.75
1083,-0.608696,0.28,-0.75
1090,-0.608696,0.24,-0.75
1102,-0.608696,0.28,-0.75
1110,-0.608696,0.24,-0.75
1122,-0.608696,0.24,-0.75
1130,-0.608696,0.28,-0.75
1142,-0.608696,0.24,-0.791667
1152,-0.652174,0.28,-0.791667
1162,-0.652174,0.28,-0.791667
1172,-0.652174,0.28,-0.791667
1182,-0.652174,0.28,-0.791667
1192,-0.652174,0.24,-0.791667
1202,-0.652174,0.24,-0.791667
1223,-0.652174,0.28,-0.791667
1239,-0.608696,0.28,-0.791667
1243,-0.608696,0.24,-0.791667
1253,-0.608696,0.2,-0.791667
1263,-0.608696,0.24,-0.75
1273,-0.608696,0.24,-0.75
1283,-0.608696,0.28,-0.75
1295,-0.608696,0.28,-0.75
1305,-0.608696,0.28,-0.791667
1315,-0.608696,0.28,-0.791667
1324,-0.608696,0.24,-0.791667
1334,-0.608696,0.24,-0.791667
1344,-0.608696,0.24,-0.791667
1354,-0.608696,0.24,-0.791667
1367,-0.608696,0.24,-0.791667
1377,-0.652174,0.28,-0.791667
1387,-0.652174,0.28,-0.791667
1396,-0.652174,0.24,-0.791667
